"X","score","gapscore"
2019-07-15,0.389536345592608,0.176930404775519
2019-07-16,0.395729295969493,0.0846660784221469
2019-07-17,0.851972798898619,0.722126791180464
2019-07-18,0.845905532945329,0.729247066182886
2019-07-19,0.717219841227723,0.643573121523779
2019-07-22,0.903604795921593,0.677361871659082
2019-07-23,0.615786479911153,0.319581434225707
2019-07-24,0.64705532007301,0.53324408136137
2019-07-25,0.678811561276957,0.559083061544378
2019-07-26,0.736502113477404,0.60719979238228
2019-07-29,0.474239089017068,0.250697988074638
2019-07-30,0.780911300928161,0.51788241365808
2019-07-31,0.812500978609777,0.693876669058716
2019-08-01,0.771466535652116,0.664976039419298
2019-08-02,0.634577044238655,0.573883512547187
2019-08-05,0.728550886715359,0.522434643765076
2019-08-06,0.759413539829228,0.496981355279901
2019-08-07,0.510954171230315,0.527626370777592
2019-08-08,0.574439958417386,0.535193160858718
2019-08-09,0.394494814395708,0.405533447063855
2019-08-12,0.817621202784164,0.612857787272221
2019-08-13,0.839718613461724,0.594496182388294
2019-08-14,0.407615155206614,0.484148399628515
2019-08-15,0.434198042422351,0.477440344255706
2019-08-16,0.852219034164458,0.724145457747741
2019-08-19,0.891986079884086,0.681056622909685
2019-08-20,0.881576960567333,0.638539622241907
2019-08-21,0.935123736734565,0.778162757179849
2019-08-22,0.69801477733391,0.62795669817367
2019-08-23,0.716648202193844,0.62457459849707
2019-08-26,0.696232901305348,0.485480475321372
2019-08-27,0.866990639344658,0.614750956580574
2019-08-28,0.513067644708683,0.526920932784093
2019-08-29,0.811626072550407,0.707811826495566
2019-08-30,0.898160597603819,0.75301071872086
2019-09-02,0.887411263704368,0.682491483083968
2019-09-03,0.786750796153655,0.528817251462279
2019-09-04,0.890604622040796,0.78927905229082
2019-09-05,0.927678649035915,0.798780435515976
2019-09-06,0.931740275080404,0.800596718740852
2019-09-09,0.924366722455036,0.720236304776789
2019-09-10,0.870955730755804,0.6323396794496
2019-09-11,0.887503144258642,0.785034488025074
2019-09-12,0.889554044380388,0.759667274691247
2019-09-13,0.863474347057287,0.763700565073163
2019-09-16,0.891527765373624,0.697807556534162
2019-09-17,0.69843729263058,0.461561252620541
2019-09-18,0.681843626051329,0.719370591513437
2019-09-19,0.685903042998986,0.631674333211932
2019-09-20,0.770343078542699,0.692070166870918
2019-09-23,0.808346142660137,0.6045490137664
2019-09-24,0.563031645562603,0.287122484119288
2019-09-25,0.850382239246049,0.886156365203635
2019-09-26,0.957535127745491,0.835482803405868
2019-09-27,0.809679004020197,0.70502920423016
2019-09-30,0.443206726588975,0.237819934475252
2019-10-01,0.715927107016295,0.462232336611023
2019-10-02,0.606162127427971,0.671782442970729
2019-10-03,0.708467505241648,0.655516051603509
2019-10-04,0.755949725203353,0.676867813301502
2019-10-07,0.756572466895364,0.567781687761733
2019-10-08,0.826322593467627,0.583629824481054
2019-10-09,0.864315266011905,0.769741369391877
2019-10-10,0.866903084069214,0.751187759882045
2019-10-11,0.896840897764216,0.765397228696386
2019-10-14,0.186125630919433,0.00766662781668503
2019-10-15,0.307775088481877,0
2019-10-16,0.567942028395566,0.604560666163176
2019-10-17,0.633223691615979,0.668269095750906
2019-10-18,0.274208063744655,0.536028094401644
2019-10-21,0.420243487943471,0.362980487313374
2019-10-22,0.654682966299722,0.421550880555888
2019-10-23,0.732819984222536,0.802602197729169
2019-10-24,0.491102525763976,0.687533578609991
2019-10-25,0.366231583827733,0.615556148201106
2019-10-28,0.604928648476755,0.413900150014248
2019-10-29,0.569096004850215,0.338504686711921
2019-10-30,0.630264517677648,0.781059270437695
2019-10-31,0.664213573937692,0.668605290001169
2019-11-01,0.667481356200745,0.791033628300634
2019-11-04,0.724708226673304,0.635712970740611
2019-11-05,0.503497694989522,0.349301606056226
2019-11-06,0.437817722576889,0.788951158765437
2019-11-07,0.755885007452384,0.754296849495844
2019-11-08,0.449836749068213,0.627086385459531
2019-11-11,0.664183461007308,0.621567109813463
2019-11-12,0.448181933634263,0.322537076330806
2019-11-13,0.234978972329182,0.721188501226137
2019-11-14,0.411077884009677,0.57455524209196
2019-11-15,0.259635342921878,0.429141034005314
2019-11-18,0.105928342346829,0.366677697984928
2019-11-19,0.295359538544877,0.100455031162245
2019-11-20,0.698683909923142,0.762881668682337
2019-11-21,0.544644708884351,0.608435828121757
2019-11-22,0.550459417348841,0.723534584313925
2019-11-25,0.754030299867862,0.752128104108614
2019-11-26,0.759448878171958,0.692588059381109
2019-11-27,0.738650516177548,0.820450300250467
2019-11-28,0.670902648758732,0.699754834476345
2019-11-29,0.397392515751555,0.689185140826615
2019-12-02,0.692921000344754,0.690029551849656
2019-12-03,0.661087584504917,0.534520396011694
2019-12-04,0.775964292856044,0.881035177043635
2019-12-05,0.840203564210088,0.836344720443823
2019-12-06,0.720530754788853,0.847853882180952
2019-12-09,0.48044183438621,0.719424378387667
2019-12-10,0.866886199308208,0.776369084010723
2019-12-11,0.760751454024952,0.863481401642843
2019-12-12,0.591736521964261,0.756206619700416
2019-12-13,0.651966085572484,0.79620566799237
2019-12-16,0.355886309712762,0.82684486294509
2019-12-17,0.235661016572426,0.684929816814035
2019-12-18,0.612341144486022,0.996467064141627
2019-12-19,0.785094798772291,0.912102847087011
2019-12-20,0.738991327097112,0.893206086016204
2019-12-23,0.927218091242086,0.883541973642359
2019-12-24,0.915817034074479,0.834387852704414
2019-12-25,0.900135483105176,1
2019-12-26,0.979794167685224,0.907670507193491
2019-12-27,0.975012867239939,0.917106676210378
2019-12-30,0.897380460304162,0.969357679277003
2019-12-31,0.756780240141799,0.54183003993422
