"X","Dgapscore","Dscore","Ngapscore","Nscore"
"19/08/2019",0.756741935613754,0.927241225146412,0.459876046924264,0.87087039650681
"20/08/2019",0.66964129902119,0.905604965834297,0.454217253677801,0.87098609594014
"21/08/2019",0.868968299094902,0.965735951685313,0.568536867058249,0.946960788095363
"22/08/2019",0.721568801426721,0.693886122400583,0.410709711731598,0.653325572665366
"23/08/2019",0.728270468550933,0.724578162681796,0.424536804221086,0.693845735231122
"26/08/2019",0.397101988256578,0.603890377719535,0.311155484680286,0.669697158901747
"27/08/2019",0.630193545514569,0.880047280495307,0.470559699079825,0.892394245688158
"28/08/2019",0.611212290482029,0.474335084248846,0.288757876794847,0.404193758205415
"29/08/2019",0.814063759185865,0.833484706565481,0.466172224843579,0.765823104978838
"30/08/2019",0.836276734914541,0.918215022514295,0.54617240679395,0.904644765093434
